"","STS_ID","STS_ID_CONSTR1","STS_ID_CONSTR2","STS_ID_WEIGHT","CONSTRUCTION_TYPE","GROWTH_RATE_FREQ","GROWTH_TYPE","AGGREGATION","THRESHOLD_PROP","THRESHOLD_COUNTRIES","SCALING","COMMENTS_construction","TITLE_STS","TITLE_STS_SHORT","UNIT_MULT","UNIT_MEASURE","DEFINITION","OWNER","SOURCE","DATA_TYPE","SQL_DOMAIN_CODE","SQL_ELEMENT_CODE","SQL_ITEM_CODE","WDINAME","COMMENTS_metadata","TOPIC","[EMPTY]"
"66","RL.AREA.FOR.HA.NO","","","","",NA,"","sum",0,0,NA,"","Forest area (ha)","Forest","thousand","ha","Forest area is the land spanning more than 0.5 hectares with trees higher than 5 metres and a canopy cover of more than 10 percent, or trees able to reach these thresholds in situ. It does not include land that is predominantly under agricultural or urban land use. Forest is determined both by the presence of trees and the absence of other predominant land uses. The trees should be able to reach a minimum height of 5 metres (m) in situ. Areas under reforestation that have not yet reached but are expected to reach a canopy cover of 10 percent and a tree height of 5 m are included, as are temporarily unstocked areas, resulting from human intervention or natural causes, which are expected to regenerate. Includes: areas with bamboo and palms provided that height and canopy cover criteria are met; forest roads, firebreaks and other small open areas; forest in national parks, nature reserves and other protected areas such as those of specific scientific, historical, cultural or spiritual interest; windbreaks, shelterbelts and corridors of trees with an area of more than 0.5 ha and width of more than 20 m; plantations primarily used for forestry or protective purposes, such as: rubber-wood plantations and cork, oak stands. Excludes: tree stands in agricultural production systems, for example in fruit plantations and agroforestry systems. The term also excludes trees in urban parks and gardens.","FAO","FAO, Statistics Division (FAOSTAT)","raw","RL",5110,6661,"","","land",NA
"67","RL.AREA.FOR.HA.SH","RL.AREA.FOR.HA.NO","RL.AREA.LAND.HA.NO","RL.AREA.LAND.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Forest area, share of total land (percent)","Forest","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","land",NA
"68","RL.AREA.FOR.HA.GR1","RL.AREA.FOR.HA.NO","","RL.AREA.FOR.HA.NO","growth",1,"geo","weighted.mean",0,0,NA,"","Forest area annual growth (percent)","Forest","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","land",NA
"69","RL.AREA.FOR.HA.GR21","RL.AREA.FOR.HA.NO","","RL.AREA.FOR.HA.NO","growth",21,"geo","weighted.mean",0,0,NA,"","Forest area annual growth (percent)","Forest","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","land",NA
"70","RL.AREA.OTH.HA.NO","","","","",NA,"","sum",0,0,NA,"","Other land (ha)","Other","thousand","ha","Other land is the land not classified as Agricultural land and Forest area. It includes built-up and related land, barren land, other wooded land, etc.","FAO","FAO, Statistics Division (FAOSTAT)","raw","RL",5110,6670,"","","land",NA
"71","RL.AREA.OTH.HA.SH","RL.AREA.OTH.HA.NO","RL.AREA.LAND.HA.NO","RL.AREA.LAND.HA.NO","share",NA,"","weighted.mean",0,0,100,"","Other land, share of total land (percent)","Other","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","land",NA
"72","RL.AREA.ARBLPRMN.HA.NO","","","","",NA,"","sum",0,0,NA,"","Arable land and permanent crops (ha)","Arable land and permanent crops","thousand","ha","Arable land and Permanent crops, this category is the sum of areas under 'Arable land' and 'Permanent crops'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","RL",5110,6620,"","","land",NA
"73","RL.AREA.ARBLPRMN.HA.GR11","RL.AREA.ARBLPRMN.HA.NO","","RL.AREA.ARBLPRMN.HA.NO","growth",11,"geo","weighted.mean",0,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","RL.AREA.ARBLPRMN.HA.SH","RL.AREA.ARBLPRMN.HA.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,NA,"","Cropland per capita (ha/cap)","Cropland","","ha/cap","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","land",NA
"75","RL.AREA.INLWAT.HA.NO","","","","",NA,"","sum",0,0,NA,"","Inland water (ha)","Inland water","thousand","ha","Inland water is the area occupied by major rivers, lakes and reservoirs. Data are expressed in 1000 hectares.","FAO","FAO, Statistics Division (FAOSTAT)","raw","RL",5110,6680,"","","land",NA
"76","AQ.WAT.WATPCP.MC.NO","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Water resources per capita (m3/yr/person)","Water resources per capita","","m3/yr/cap","Total annual internal renewable water resources per inhabitant.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"77","AQ.WAT.IRRPOT.HA.NO","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Irrigation potential (ha)","Irrigation potential","thousand","ha","Area of land which is potentially irrigable. Country/regional studies assess this value according to different methods. For example, some consider only land resources, others consider land resources plus water availability, others include economical aspects in their assessments (such as distance and/or difference in elevation between the suitable land and the available water) or environmental aspects, etc. If available, this information is given in the individual country profiles. The figure includes the area already under agricultural water management .","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"78","AQ.WAT.EQIRR.HA.NO","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Total area equipped for irrigation (ha)","Total area equipped for irrigation (ha)","thousand","ha","Area equipped to provide water (via irrigation) to crops. It includes areas equipped for full/partial control irrigation, equipped lowland areas, and areas equipped for spate irrigation.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"79","AQ.WAT.SHIRR.HA.SH","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Part of equipped area actually irrigated (percent)","Part of equipped area actually irrigated","","percent","Percent of area equipped for irrigation that is actually irrigated in any given year, expressed in percentage. Irrigated land that is cultivated more than once a year is counted only once.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"80","AQ.WAT.WWAGR.MC.SH","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Agricultural water withdrawal, share of total water withdrawal (percent)","Water withdrawal by agriculture","","percent","Agricultural water withdrawal as percentage of total water withdrawal.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"81","AQ.WAT.WWIND.MC.SH","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Industrial water withdrawal, share of total water withdrawal (percent)","Water withdrawal by industry","","percent","Industrial water withdrawal as percentage of total water withdrawal.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"82","AQ.WAT.WWMUN.MC.SH","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Municipal water withdrawal, share of total water withdrawal (percent)","Water withdrawal by the municipal sector","","percent","Municipal water withdrawal as percentage of total water withdrawal.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"83","AQ.WAT.WWTOT.MC.NO","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Total water withdrawal (m3/yr)","Total water withdrawal","million","m3/yr","Annual quantity of water withdrawn for agricultural, industrial and municipal purposes. It includes renewable freshwater resources as well as potential over-abstraction of renewable groundwater or withdrawal of fossil groundwater and potential use of desalinated water or treated wastewater. It does not include in stream uses, which are characterized by a very low net consumption rate, such as recreation, navigation, hydropower, inland capture fisheries, etc.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"84","AQ.WAT.WWTOT.MC.SH","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Total water withdrawal per capita (m3/yr/person)","Total water withdrawal per capita","","m3/yr/cap","Total annual amount of water withdrawn per capita.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"85","AQ.WAT.RFRWTOT.MC.SH","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Total share of freshwater resources withdrawn (percent)","Total share of freshwater resources withdrawn","","percent","Total freshwater withdrawn in a given year, expressed in percentage of the actual total renewable water resources (TRWR_actual). This parameter is an indication of the pressure on the renewable water resources.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"86","AQ.WAT.RFRWAGR.MC.SH","","","","",NA,"","discard",NA,NA,NA,"aquastat, no aggregation has to be done","Share of freshwater resources withdrawn by agriculture (percent)","Share of freshwater resources withdrawn by agriculture","","percent","Water withdrawn for irrigation in a given year, expressed in percent of the total actual renewable water resources (TRWR_actual). This parameter is an indication of the pressure on the renewable water resources caused by irrigation.","FAO","Land and Water Division (AQUASTAT)","raw","",NA,NA,"","","aquastat",NA
"87","SL.TLF.0714.ZS","","","","",NA,"","discard",0,0,NA,"WB doesn't aggregate this variable","Children in employment, total (share of children ages 7-14)","Children in employment","","percent","Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.","World Bank (WDI)","raw","",NA,NA,"SL.TLF.0714.ZS","","employment",NA
"88","SL.AGR.0714.ZS","","","","",NA,"","discard",0,0,NA,"WB doesn't aggregate this variable","Child employment in agriculture (share of economically active children ages 7-14)","Total","","percent","Employment by economic activity refers to the distribution of economically active children by the major industrial categories (ISIC revision 2 or revision 3). Agriculture corresponds to division 1 (ISIC revision 2) or categories A and B (ISIC revision 3) and includes agriculture and hunting, forestry and logging, and fishing. Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.","World Bank (WDI)","raw","",NA,NA,"SL.AGR.0714.ZS","","employment",NA
"89","SL.AGR.0714.FE.ZS","","","","",NA,"","discard",0,0,NA,"WB doesn't aggregate this variable","Child employment in agriculture, female (share of female economically active children ages 7-14)","Female","","percent","Employment by economic activity refers to the distribution of economically active children by the major industrial categories (ISIC revision 2 or revision 3). Agriculture corresponds to division 1 (ISIC revision 2) or categories A and B (ISIC revision 3) and includes agriculture and hunting, forestry and logging, and fishing. Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.","World Bank (WDI)","raw","",NA,NA,"SL.AGR.0714.FE.ZS","","employment",NA
"90","SL.AGR.0714.MA.ZS","","","","",NA,"","discard",0,0,NA,"WB doesn't aggregate this variable","Child employment in agriculture, male (share of male economically active children ages 7-14)","Male","","percent","Employment by economic activity refers to the distribution of economically active children by the major industrial categories (ISIC revision 2 or revision 3). Agriculture corresponds to division 1 (ISIC revision 2) or categories A and B (ISIC revision 3) and includes agriculture and hunting, forestry and logging, and fishing. Economically active children refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work project based on data from ILO, UNICEF and the World Bank.","World Bank (WDI)","raw","",NA,NA,"SL.AGR.0714.MA.ZS","","employment",NA
"91","SL.EMP.TOTL.FE","","","","",NA,"","sum",0,0,NA,"used just to compute the female empl weight","Female employment, total","Female","","people","Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.","World Bank","raw","",NA,NA,"SL.EMP.TOTL.FE","loaded manually","employment",NA
