STS_ID,TITLE_STS,TITLE_STS_SHORT,UNIT_MULT,UNIT_MEASURE,DEFINITION,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
SL.EMP.TOTL.FE,"Female employment, total",Female,,people,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank,raw,,,,SL.EMP.TOTL.FE,loaded manually,employment
SL.EMP.TOTL.MA,"Male employment, total",Male,,people,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank,raw,,,,SL.EMP.TOTL.MA,loaded manually,employment
SL.AGR.EMPL.FE.ZS,"Employees, agriculture, female (share of female employment)",Female,,percent,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank (WDI),raw,,,,SL.AGR.EMPL.FE.ZS,,employment
SL.AGR.EMPL.MA.ZS,"Employees, agriculture, male (share of male employment)",Male,,percent,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank (WDI),raw,,,,SL.AGR.EMPL.MA.ZS,,employment
SL.EMP.TOTL,"Employment, total",Employment,,people,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank,raw,,,,,loaded manually,employment
SL.AGR.EMPL.ZS,Employment in agriculture (share of total employment),Agriculture,,percent,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank (WDI),raw,,,,SL.AGR.EMPL.ZS,,employment
SL.IND.EMPL.ZS,Employment in industry (share of total employment),Industry,,percent,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank (WDI),raw,,,,SL.IND.EMPL.ZS,,employment
SL.SRV.EMPL.ZS,Employment in services (share of total employment),Services,,percent,"Employees are people who work for a public or private employer and receive remuneration in wages, salary, commission, tips, piece rates, or pay in kind. ","International Labour Organization, Key Indicators of the Labour Market database.",World Bank (WDI),raw,,,,SL.SRV.EMPL.ZS,,employment
SP.POP.1564.FE.IN,SP.POP.1564.FE.IN,,,,,,World Bank (WDI),raw,,,,SP.POP.1564.FE.IN,,employment
SP.POP.65UP.FE.IN,SP.POP.65UP.FE.IN,,,,,,World Bank (WDI),raw,,,,SP.POP.65UP.FE.IN,,employment
LABPARTFEWEIGHT,LABPARTFEWEIGHT,,,,,,,processed,,,,,,employment
SP.POP.1564.MA.IN,SP.POP.1564.MA.IN,,,,,,World Bank (WDI),raw,,,,SP.POP.1564.MA.IN,,employment
SP.POP.65UP.MA.IN,SP.POP.65UP.MA.IN,,,,,,World Bank (WDI),raw,,,,SP.POP.65UP.MA.IN,,employment
LABPARTMAWEIGHT,LABPARTMAWEIGHT,,,,,,,processed,,,,,labour weight,employment
SL.TLF.CACT.MA.ZS,"Labor participation rate, male (share of male population ages 15+)",Male,,percent,Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",World Bank (WDI),raw,,,,SL.TLF.CACT.MA.ZS,,employment
SL.TLF.CACT.FE.ZS,"Labor participation rate, female (share of female population ages 15+)",Female,,percent,Labor force participation rate is the proportion of the population ages 15 and older that is economically active: all people who supply labor for the production of goods and services during a specified period.,"International Labour Organization, Key Indicators of the Labour Market database.",World Bank (WDI),raw,,,,SL.TLF.CACT.FE.ZS,,employment
RF.FERT.NI.TN.NO,Nitrogen fertilizers consumption (tonnes of N total nutrients),Nitrogen,,tonnes,Nitrogen fertilizers consumption.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RF,5155,3102,,,fertilizers
RF.FERT.NI.TN.SH,Nitrogen fertilizers consumption per ha of arable area and permanent crops (tonne/ha),Nitrogen,,tonne/ha,,,"FAO, Statistics Division",processed,,,,,,fertilizers
RF.FERT.PH.TN.NO,Phosphate fertilizers consumption (tonnes of P205 total nutrients),Phosphate,,tonnes,Phosphate fertilizers consumption.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RF,5155,3103,,,fertilizers
RF.FERT.PH.TN.SH,Phosphate fertilizers consumption per ha of arable area and permanent crops (tonne/ha),Phosphate,,tonne/ha,,,"FAO, Statistics Division",processed,,,,,,fertilizers
RF.FERT.PO.TN.NO,Potash fertilizers consumption (tonnes of K20 total nutrients),Potash,,tonnes,Potash fertilizers consumption.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RF,5155,3104,,,fertilizers
RF.FERT.PO.TN.SH,Potash fertilizers consumption per ha of arable area and permanent crops (tonne/ha),Potash,,tonne/ha,,,"FAO, Statistics Division",processed,,,,,,fertilizers
RF.FERT.NIPH.TN.NO,Nitrogen and phosphate fertilizers consumption (tonnes of K20 total nutrients),Nitrogen and Phosphate,,tonnes,Nitrogen and phosphate fertilizers consumption.,FAO,"FAO, Statistics Division",raw,,,,,,fertilizers
RF.FERT.NIPH.TN.SH,Nitrogen and phosphate fertilizers consumption per ha of arable area and permanent crops (tonne/ha),Nitrogen and Phosphate,,tonne/ha,,,"FAO, Statistics Division",processed,,,,,,fertilizers
RP.PEST.INS.TN.NO,Insecticides use (tonnes),Insecticides,,tonnes,See 'Pesticides'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RP,5161,1309,,,pesticides
RP.PEST.MO.TN.NO,Mineral oils use (tonnes),Mineral oils,,tonnes,See 'Pesticides'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RP,5161,1354,,,pesticides
RP.PEST.HE.TN.NO,Herbicides use (tonnes),Herbicides,,tonnes,See 'Pesticides'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RP,5161,1320,,,pesticides
RP.PEST.FB.TN.NO,Fungicides and Bactericides use (tonnes),Fungicides and Bactericides,,tonnes,See 'Pesticides'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RP,5161,1331,,,pesticides
RP.PEST.STF.TN.NO,Seed treatm fungicides use (tonnes),Seed treatm fungicides,,tonnes,See 'Pesticides'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RP,5161,1352,,,pesticides
RP.PEST.STI.TN.NO,Seed treatm insecticides use (tonnes),Seed treatm insecticides,,tonnes,See 'Pesticides'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,RP,5161,1353,,,pesticides
RP.PEST.TOT.TN.NO,Total pesticides use (tonnes),Total pesticides,,tonnes,"Pesticides refer to insecticides, fungicides, herbicides, disinfectants and any substance or mixture of substances intended for preventing, destroying or controlling any pest, including vectors of human or animal disease, unwanted species of plants or animals causing harm during or otherwise interfering with the production, processing, storage, transport or marketing of food, agricultural commodities, wood and wood products or animal feedstuffs, or substances which may be administered to animals for the control of insects, arachnids or other pests in or on their bodies. The term includes substances intended for use as a plant growth regulator, defoliant, desiccant or agent for thinning fruit or preventing the premature fall of fruit, and substances applied to crops either before or after harvest to protect the commodity from deterioration during storage and transport. Pesticides use data refers to quantities of pesticides applied to crops and seeds in the agriculture sector. Figures are expressed in metric tons of active ingredients. However, due to some country reporting practices, the data may be reported by: use in formulated product; sales; distribution or imports for use in the agricultural sector. In these cases it is specified in the country notes.",FAO,"FAO FAO, Statistics Division",raw,,,,,sum of all pesticides,pesticides
RP.PEST.TOT.TN.SH,Total pesticides use per ha of arable land and permanent crops (tonne/ha),Total pesticides,,tonne/ha,See 'Pesticides' and 'Arable land and permanent crops'.,,"FAO FAO, Statistics Division",processed,,,,,,pesticides
RP.PEST.TOT.TN.SH.EXP,Pesticides - Active ingredient use in Arable Land & Permanent Crops,Total pesticides,,Tonne/1000 ha,See 'Pesticides' and 'Arable land and permanent crops'.,,"FAO, Statistics Division (FAOSTAT)",raw,EP,5160,5195,,,pesticides
CS.GCS.TOT.USD.NO,Gross capital stock (constant 2005 prices),Gross capital stock,million,US$,"The estimate of capital stock in agriculture refers to a value that is attached to the total physical capital capacity available for repeated use in the production of other goods, in existence at specific point in time in the economy of agriculture sector. The estimates of investment in agriculture have indirectly been derived by the FAO FAO, Statistics Division using physical data on livestock, tractors, irrigated land and land under permanent crops etc., and the average prices for the year 1995. These data enabled the derivation of the capital stock in agriculture which is the gross, and the annual change in the latter is taken to reflect investment in agriculture.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,CS,6115,23005,,,capital stock
